Unnamed: 0,property_type,price,location,city,baths,purpose,bedrooms,Area_in_Marla
1195,Upper Portion,9500000,Nazimabad,Karachi,3,For Sale,3,8.6
1196,House,10000000,Gadap Town,Karachi,3,For Sale,3,4.8
1198,Flat,4666000,Fazaia Housing Scheme,Karachi,3,For Sale,2,5.8
1199,Flat,10100000,Fazaia Housing Scheme,Karachi,5,For Sale,4,12.5
1200,Flat,4090000,Fazaia Housing Scheme,Karachi,2,For Sale,2,5.7
1201,Flat,4797000,Fazaia Housing Scheme,Karachi,4,For Sale,3,6.7
1202,Flat,5136000,Northern Bypass,Karachi,4,For Sale,3,7.1
1203,House,6642000,Northern Bypass,Karachi,3,For Sale,3,5.0
1204,House,9205000,Northern Bypass,Karachi,4,For Sale,3,11.0
1205,House,12500000,Fazaia Housing Scheme,Karachi,5,For Sale,4,11.0
1207,House,16500000,Gulistan-e-Jauhar,Karachi,4,For Sale,4,4.8
1209,Flat,2120000,Gadap Town,Karachi,1,For Sale,2,8.1
1210,House,8500000,I-14,Islamabad,3,For Sale,4,3.0
1211,House,22000000,DHA Defence,Islamabad,4,For Sale,6,10.0
1212,Flat,9500000,D-17,Islamabad,3,For Sale,3,7.1
1213,Flat,45000,E-11,Islamabad,2,For Rent,2,5.6
1214,Lower Portion,65000,I-8,Islamabad,4,For Rent,3,12.4
1215,House,180000,E-11,Islamabad,6,For Rent,6,20.0
1216,House,100000,DHA Defence,Islamabad,5,For Rent,5,20.0
1217,House,120000,DHA Defence,Islamabad,6,For Rent,5,20.0
1218,House,100000,DHA Defence,Islamabad,6,For Rent,5,20.0
1220,House,90000,Bahria Town,Islamabad,6,For Rent,5,12.0
1221,House,50000,Bahria Town,Islamabad,6,For Rent,3,5.0
1222,House,4200000,Tarlai,Islamabad,3,For Sale,5,4.0
1223,House,35000000,G-13,Islamabad,6,For Sale,6,10.9
1224,House,14000000,PWD Housing Scheme,Islamabad,4,For Sale,4,6.7
1225,House,4300000,Simly Dam Road,Islamabad,3,For Sale,2,5.0
1230,House,16500000,I-9,Islamabad,4,For Sale,5,6.0
1232,House,4500000,Burma Town,Islamabad,3,For Sale,2,4.0
1233,Flat,6500000,DHA Defence,Islamabad,2,For Sale,2,6.3
1234,House,40000000,Emaar Canyon Views,Islamabad,6,For Sale,5,20.0
1236,House,40000000,PWD Housing Scheme,Islamabad,6,For Sale,6,20.0
1237,House,4700000,Lehtarar Road,Islamabad,5,For Sale,5,5.0
1239,House,14000000,F-17,Islamabad,6,For Sale,4,7.0
1241,House,22500000,Bani Gala,Islamabad,4,For Sale,3,19.0
1242,House,2300000,Burma Town,Islamabad,3,For Sale,4,3.0
1243,Flat,8800000,Bahria Town,Islamabad,2,For Sale,2,6.1
1244,House,30000000,National Police Foundation O-9,Islamabad,7,For Sale,4,20.0
1246,House,4800000,Islamabad Highway,Islamabad,2,For Sale,2,4.0
1252,House,5200000,Ghauri Town,Islamabad,4,For Sale,3,3.0
1254,House,12500000,Bani Gala,Islamabad,4,For Sale,4,10.0
1257,Flat,10000000,The Springs,Islamabad,2,For Sale,2,5.8
1259,House,21000000,G-10,Islamabad,5,For Sale,4,5.0
1260,House,13500000,Bahria Town,Islamabad,4,For Sale,3,5.0
1261,Flat,3300000,Soan Garden,Islamabad,2,For Sale,2,3.3
1263,House,2700000,Jhang Syedan,Islamabad,3,For Sale,2,4.0
1266,House,12500000,Korang Town,Islamabad,5,For Sale,4,5.0
1267,Flat,11500000,DHA Defence,Islamabad,4,For Sale,3,13.0
1268,House,17500000,G-15,Islamabad,3,For Sale,2,8.0
1269,House,16900000,G-10,Islamabad,4,For Sale,3,6.0
1270,House,22000000,DHA Defence,Islamabad,5,For Sale,6,10.0
1271,House,21900000,DHA Defence,Islamabad,5,For Sale,6,10.0
1272,House,22000000,DHA Defence,Islamabad,5,For Sale,5,10.0
1273,Flat,7800000,Gulberg,Islamabad,2,For Sale,3,4.9
1274,Flat,3900000,G-13,Islamabad,2,For Sale,1,4.2
1275,House,3000000,Bhara kahu,Islamabad,2,For Sale,2,4.0
1276,House,5200000,Ghauri Town,Islamabad,3,For Sale,2,4.0
1277,House,14000000,D-17,Islamabad,5,For Sale,5,7.0
1278,House,3500000,Ghauri Town,Islamabad,2,For Sale,3,5.0
1281,House,2600000,Arsalan Town,Islamabad,1,For Sale,2,4.0
1282,House,9700000,Kashmir Highway,Islamabad,6,For Sale,4,5.5
1283,House,5000000,Usman Town,Faisalabad,2,For Sale,3,3.0
1284,House,14500000,Satiana Road,Faisalabad,6,For Sale,4,10.0
1285,House,6500000,Zulfiqar Colony,Faisalabad,2,For Sale,3,5.0
1286,House,15500000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,5,10.0
1289,House,37500000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,6,20.0
1290,Flat,7500000,Bahria Town Rawalpindi,Rawalpindi,3,For Sale,3,4.7
1291,Flat,6000000,Bahria Town Rawalpindi,Rawalpindi,2,For Sale,2,4.0
1292,Flat,3800000,Bahria Town Rawalpindi,Rawalpindi,1,For Sale,1,2.9
1293,Flat,2700000,Bahria Town Rawalpindi,Rawalpindi,1,For Sale,1,1.8
1294,House,12500000,Bahria Town Rawalpindi,Rawalpindi,5,For Sale,5,7.0
1295,House,35000000,Westridge,Rawalpindi,6,For Sale,6,11.0
1297,House,18000000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,5,10.0
1298,House,9000000,Gulistan Colony,Rawalpindi,5,For Sale,6,7.6
1299,House,5800000,Adiala Road,Rawalpindi,4,For Sale,4,5.0
1300,House,9700000,Airport Housing Society,Rawalpindi,7,For Sale,5,6.7
1301,House,17500000,Askari 14,Rawalpindi,3,For Sale,3,10.0
1303,House,22500000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,5,10.0
1304,House,42500000,Satellite Town,Rawalpindi,5,For Sale,5,6.0
1305,House,11000000,Gulraiz Housing Scheme,Rawalpindi,4,For Sale,4,6.5
1306,House,32500000,Satellite Town,Rawalpindi,2,For Sale,4,11.5
1308,Flat,20000,Bahria Town Rawalpindi,Rawalpindi,1,For Rent,1,3.3
1309,Flat,50000,Bahria Town Rawalpindi,Rawalpindi,1,For Rent,1,3.6
1310,House,38000,Bahria Town Rawalpindi,Rawalpindi,3,For Rent,3,8.0
1311,Flat,45000,Bahria Town Rawalpindi,Rawalpindi,1,For Rent,1,2.9
1312,Upper Portion,75000,Westridge,Rawalpindi,4,For Rent,4,20.0
1313,Lower Portion,85000,Westridge,Rawalpindi,3,For Rent,3,20.0
1315,House,9000000,Cantt,Lahore,5,For Sale,6,6.0
1316,House,12500000,Johar Town,Lahore,6,For Sale,5,5.0
1317,House,6900000,Punjab Small Industries Colony,Lahore,4,For Sale,3,3.5
1318,House,3500000,Shalimar Link Road,Lahore,2,For Sale,3,2.0
1319,Flat,2000000,Airline Housing Society,Lahore,1,For Sale,1,2.4
1321,House,4700000,Airport Road,Lahore,2,For Sale,4,2.5
1322,House,21000000,Bahria Town,Lahore,6,For Sale,5,10.0
1324,Flat,11700000,Askari,Lahore,3,For Sale,3,10.0
1325,House,6000000,Kamahan Road,Lahore,4,For Sale,6,5.0
1326,House,20500000,DHA Defence,Lahore,4,For Sale,3,10.0
1327,House,12000000,Paragon City,Lahore,4,For Sale,3,5.0
1328,House,37000000,Bahria Town,Lahore,5,For Sale,4,24.0
1329,House,4600000,Mehmood Booti,Lahore,2,For Sale,4,5.0
1332,House,32500000,Gulberg,Lahore,4,For Sale,4,14.0
1337,House,9000000,Kot Lakhpat,Lahore,3,For Sale,5,4.0
1338,House,13500000,Pakki Thatti,Lahore,2,For Sale,5,8.0
1341,House,2300000,Chungi Amar Sadhu,Lahore,2,For Sale,2,1.5
1342,House,8000000,Canal View,Lahore,3,For Sale,4,6.0
1344,House,19800000,Bahria Town,Lahore,7,For Sale,5,10.0
1345,House,12500000,Al-Hafiz Town,Lahore,6,For Sale,5,5.0
1346,House,37000000,Cantt,Lahore,4,For Sale,3,14.0
1348,House,9800000,Sabzazar Scheme,Lahore,3,For Sale,5,5.0
1350,House,36500000,DHA Defence,Lahore,5,For Sale,5,20.0
1351,House,8900000,Cantt,Lahore,2,For Sale,2,5.2
1352,House,10500000,Gulshan-e-Lahore,Lahore,4,For Sale,3,5.0
1354,House,15000000,Johar Town,Lahore,5,For Sale,5,5.0
1355,House,8700000,Qadri Colony,Lahore,3,For Sale,5,5.0
1356,House,9500000,Township,Lahore,3,For Sale,3,4.5
1359,House,9500000,Township,Lahore,3,For Sale,3,4.5
1360,House,24500000,Tariq Gardens,Lahore,5,For Sale,5,10.0
1361,House,6000000,Hameedpura,Lahore,3,For Sale,3,4.0
1362,House,18000000,Johar Town,Lahore,4,For Sale,4,7.5
1363,House,9000000,Empress Road,Lahore,3,For Sale,2,6.0
1364,House,9500000,Johar Town,Lahore,3,For Sale,3,4.0
1365,House,12500000,Khayaban-e-Jinnah Road,Lahore,3,For Sale,2,10.0
1366,House,9900000,Al Faisal Town,Lahore,5,For Sale,5,6.0
1367,House,3200000,Ahmad Housing Society,Lahore,3,For Sale,6,3.0
1368,House,7200000,Jallo Park Road,Lahore,6,For Sale,6,7.0
1369,House,37500000,DHA Defence,Lahore,7,For Sale,6,20.0
1370,House,4000000,Green Cap Housing Society,Lahore,3,For Sale,3,4.0
1371,House,5000000,Bismillah Housing Scheme,Lahore,2,For Sale,2,3.0
1372,House,12000000,Fateh Garh,Lahore,4,For Sale,4,5.2
1373,House,12500000,Mustafa Town,Lahore,5,For Sale,3,5.0
1374,House,22000000,DHA Defence,Lahore,5,For Sale,4,10.0
1379,House,21500000,PCSIR Housing Scheme,Lahore,4,For Sale,5,10.0
1380,House,13800000,Military Accounts Housing Society,Lahore,6,For Sale,5,8.0
1381,House,5000000,Walton Road,Lahore,2,For Sale,2,2.5
1382,House,7500000,GT Road,Lahore,5,For Sale,4,3.5
1387,House,10000000,Jubilee Town,Lahore,5,For Sale,4,5.0
1388,House,9150000,Park View Villas,Lahore,3,For Sale,4,5.0
1389,House,7500000,T & T Aabpara Housing Society,Lahore,3,For Sale,3,4.0
1391,Flat,2500000,Eden,Lahore,2,For Sale,2,3.0
1392,House,12000000,Cantt,Lahore,5,For Sale,4,4.0
1394,House,10000000,Sant Nagar,Lahore,4,For Sale,3,4.0
1395,House,4700000,Ferozepur Road,Lahore,3,For Sale,2,3.0
1396,House,5200000,Al Rehman Garden,Lahore,5,For Sale,3,3.0
1397,House,19500000,Township,Lahore,4,For Sale,5,10.0
1398,House,21800000,Askari,Lahore,5,For Sale,4,10.0
1399,House,15000000,Samanabad,Lahore,4,For Sale,5,10.0
1400,House,5500000,Harbanspura,Lahore,1,For Sale,2,3.0
1401,House,7500000,Johar Town,Lahore,3,For Sale,3,12.0
1402,House,11500000,Bahria Town,Lahore,3,For Sale,3,5.0
1403,House,25500000,Bahria Town,Lahore,7,For Sale,6,10.0
1404,House,8500000,Township,Lahore,4,For Sale,5,5.0
1405,House,30000000,Allama Iqbal Town,Lahore,6,For Sale,5,10.0
1406,House,18000000,Lalazar,Lahore,5,For Sale,4,9.0
1408,House,12000000,Cantt,Lahore,4,For Sale,3,5.0
1409,House,12500000,Johar Town,Lahore,3,For Sale,3,5.0
1410,Flat,5000000,Bahria Town,Lahore,1,For Sale,1,2.8
1412,House,5000000,Gulshan-e-Rafique,Faisalabad,5,For Sale,5,3.0
1413,House,6800000,Rachna Town,Faisalabad,3,For Sale,2,5.0
1414,House,10500000,Eden Valley,Faisalabad,4,For Sale,3,5.0
1415,House,8000000,Ghalib City,Faisalabad,4,For Sale,4,5.0
1416,House,6500000,Sargodha Road,Faisalabad,4,For Sale,4,3.5
1417,House,7200000,Samundari Road,Faisalabad,6,For Sale,3,5.0
1418,House,14000000,Satiana Road,Faisalabad,5,For Sale,4,10.0
1419,House,4000000,Jaranwala,Faisalabad,2,For Sale,3,5.0
1420,Flat,2600000,Bahria Town Rawalpindi,Rawalpindi,2,For Sale,2,3.0
1422,House,22500000,Bahria Town Rawalpindi,Rawalpindi,4,For Sale,4,16.0
1424,Flat,135000,Clifton,Karachi,3,For Rent,3,10.7
1428,Lower Portion,15000000,Baloch Colony,Karachi,2,For Sale,2,8.0
1429,Flat,8500000,Federal B Area,Karachi,3,For Sale,3,6.0
1430,Flat,12000000,DHA Defence,Karachi,3,For Sale,3,4.7
1433,House,10000000,Bahria Town Karachi,Karachi,3,For Sale,3,6.0
1435,House,12000000,Gadap Town,Karachi,3,For Sale,3,9.6
1437,House,20000000,Scheme 33,Karachi,3,For Sale,3,8.0
1438,House,32500000,DHA Defence,Karachi,5,For Sale,4,4.0
1439,Flat,4000000,North Karachi,Karachi,2,For Sale,3,3.2
1441,House,13500000,Manzoor Colony,Karachi,6,For Sale,6,4.8
1443,House,4000000,Gadap Town,Karachi,3,For Sale,3,3.4
1444,House,14000000,North Karachi,Karachi,6,For Sale,6,5.0
1445,House,9800000,Anda Mor Road,Karachi,3,For Sale,2,4.8
1446,Lower Portion,8500000,Cantt,Karachi,2,For Sale,3,4.8
1449,Penthouse,11800000,Delhi Colony,Karachi,3,For Sale,3,8.0
1450,House,3500000,Gadap Town,Karachi,3,For Sale,3,4.8
1451,House,38500000,North Nazimabad,Karachi,3,For Sale,3,16.0
1453,House,12000000,Airport,Karachi,4,For Sale,6,4.8
1454,Flat,6850000,Gadap Town,Karachi,3,For Sale,3,6.2
1456,Flat,5200000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,5.3
1459,Flat,7500000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,5.4
1460,Flat,6000000,North Nazimabad,Karachi,2,For Sale,2,4.0
1462,Flat,4000000,Gizri,Karachi,2,For Sale,3,7.1
1463,Flat,10000000,Gulistan-e-Jauhar,Karachi,3,For Sale,3,6.0
1464,Flat,2100000,Gulshan-e-Iqbal Town,Karachi,1,For Sale,2,2.0
1465,Flat,3800000,Bahria Town Karachi,Karachi,2,For Sale,2,4.2
1467,Flat,2700000,Anda Mor Road,Karachi,2,For Sale,2,3.6
1468,Lower Portion,2000000,Federal B Area,Karachi,1,For Sale,2,1.8
1469,Flat,30000000,Cantt,Karachi,3,For Sale,3,10.0
1471,Flat,26000000,Clifton,Karachi,3,For Sale,3,8.2
1472,House,10000000,Liaquatabad,Karachi,1,For Sale,3,3.6
1474,Flat,7000000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,5.3
1476,Flat,2700000,Delhi Colony,Karachi,2,For Sale,3,3.2
1477,Flat,12500000,Jinnah Avenue,Karachi,3,For Sale,3,8.3
1479,House,23000000,Gulistan-e-Jauhar,Karachi,3,For Sale,3,8.0
1483,Flat,9300000,Gulistan-e-Jauhar,Karachi,4,For Sale,4,8.9
1484,Flat,6500000,Gulistan-e-Jauhar,Karachi,3,For Sale,3,6.0
1486,Flat,6000000,Federal B Area,Karachi,2,For Sale,3,4.5
1488,Lower Portion,45000,F-11,Islamabad,2,For Rent,2,9.3
1490,Flat,60000,F-11,Islamabad,2,For Rent,2,5.9
1491,Flat,130000,F-10,Islamabad,3,For Rent,3,9.3
1492,Flat,66000,E-11,Islamabad,3,For Rent,3,8.0
1493,Flat,190000,F-11,Islamabad,4,For Rent,4,17.3
1494,Flat,1800000,Islamabad Highway,Islamabad,1,For Sale,1,1.6
